INFO  - 2022-03-03 15:38:34.454; utils.log; START=StudentChangePassword--------------------------------------------------------------
INFO  - 2022-03-10 06:45:00.128; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-10 06:45:02.243; utils.log; Job Page was Opened successfully
INFO  - 2022-03-10 06:45:02.243; utils.log; End TEST-------------------------- UniversityViewJobs------------------------
INFO  - 2022-03-10 06:45:02.244; utils.log; END=PASSED
INFO  - 2022-03-10 06:51:45.113; utils.log; START=UniversityViewJobs--------------------------------------------------------------
INFO  - 2022-03-10 06:51:50.385; utils.log; Chrome browser is Selected 
INFO  - 2022-03-10 06:51:52.417; utils.log; Test Execution Started On  Alpha
INFO  - 2022-03-10 06:51:57.445; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-10 06:52:01.467; utils.log; University Login Successful
INFO  - 2022-03-10 06:52:05.739; utils.log; Dropdown  Clicked
INFO  - 2022-03-10 06:52:07.798; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-10 06:52:10.016; utils.log; Job Page was Opened successfully and Job ame entered in the search box
INFO  - 2022-03-10 06:52:12.083; utils.log; Search Button Clicked
INFO  - 2022-03-10 06:52:14.154; utils.log; Job Search was successful 
INFO  - 2022-03-10 06:52:14.155; utils.log; End TEST-------------------------- UniversityViewJobs------------------------
INFO  - 2022-03-10 06:52:14.155; utils.log; END=PASSED
INFO  - 2022-03-10 07:01:42.142; utils.log; START=UniversityExportJobsPDF--------------------------------------------------------------
INFO  - 2022-03-10 07:01:47.925; utils.log; Chrome browser is Selected 
INFO  - 2022-03-10 07:01:50.207; utils.log; Test Execution Started On  Alpha
INFO  - 2022-03-10 07:01:55.279; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-10 07:01:59.301; utils.log; University Login Successful
INFO  - 2022-03-10 07:02:03.424; utils.log; Dropdown  Clicked
INFO  - 2022-03-10 07:02:05.477; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-10 07:02:07.543; utils.log; Export to PDF Button  Clicked
INFO  - 2022-03-10 07:02:08.661; utils.log; Export to PDF was successful and success message displayed
INFO  - 2022-03-10 07:02:08.661; utils.log; End TEST-------------------------- UniversityExportJobsPDF------------------------
INFO  - 2022-03-10 07:02:08.662; utils.log; END=PASSED
INFO  - 2022-03-10 07:03:09.826; utils.log; START=UniversityExportJobsPDF--------------------------------------------------------------
INFO  - 2022-03-10 07:03:15.677; utils.log; Test Execution Started On Dev
INFO  - 2022-03-10 07:03:20.357; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-10 07:03:24.387; utils.log; University Login Successful
INFO  - 2022-03-10 07:03:28.489; utils.log; Dropdown  Clicked
INFO  - 2022-03-10 07:03:30.590; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-10 07:03:32.652; utils.log; Export to PDF Button  Clicked
INFO  - 2022-03-10 07:03:33.928; utils.log; Export to PDF was successful and success message displayed
INFO  - 2022-03-10 07:03:33.928; utils.log; End TEST-------------------------- UniversityExportJobsPDF------------------------
INFO  - 2022-03-10 07:03:33.929; utils.log; END=PASSED
INFO  - 2022-03-15 18:56:38.265; utils.log; START=StudentsApplyJob--------------------------------------------------------------
INFO  - 2022-03-15 18:56:43.523; utils.log; Test Execution Started On Dev
INFO  - 2022-03-15 18:56:48.418; utils.log; Username , Password  and Sign In Button Entered  
INFO  - 2022-03-15 18:56:50.439; utils.log; Login Successful
INFO  - 2022-03-15 18:56:52.619; utils.log; Menu Dropdown Clicked
INFO  - 2022-03-15 18:56:52.684; utils.log; Jobs Menu Selected
INFO  - 2022-03-15 18:56:54.749; utils.log; Jobs Page displayed
INFO  - 2022-03-15 18:56:58.936; utils.log; Job Title entered and Search Button Clicked 
INFO  - 2022-03-15 18:57:01.026; utils.log; Apply to Job Button Clicked
INFO  - 2022-03-15 18:57:03.083; utils.log; CloseICON Button Clicked
INFO  - 2022-03-15 18:57:05.137; utils.log; Apply to Job Button Clicked Again 
INFO  - 2022-03-15 18:57:07.243; utils.log; Apply Button Clicked
INFO  - 2022-03-15 18:57:09.288; utils.log; Apply To menu Clicked 
INFO  - 2022-03-15 18:57:49.309; utils.log; END=FAILED
INFO  - 2022-03-15 18:59:29.588; utils.log; START=StudentsApplyJob--------------------------------------------------------------
INFO  - 2022-03-15 18:59:35.387; utils.log; Test Execution Started On Dev
INFO  - 2022-03-15 18:59:40.608; utils.log; Username , Password  and Sign In Button Entered  
INFO  - 2022-03-15 18:59:42.746; utils.log; Login Successful
INFO  - 2022-03-15 18:59:45.073; utils.log; Menu Dropdown Clicked
INFO  - 2022-03-15 18:59:45.164; utils.log; Jobs Menu Selected
INFO  - 2022-03-15 18:59:47.230; utils.log; Jobs Page displayed
INFO  - 2022-03-15 18:59:51.510; utils.log; Job Title entered and Search Button Clicked 
INFO  - 2022-03-15 18:59:53.654; utils.log; Apply to Job Button Clicked
INFO  - 2022-03-15 18:59:55.736; utils.log; CloseICON Button Clicked
INFO  - 2022-03-15 18:59:57.840; utils.log; Apply to Job Button Clicked Again 
INFO  - 2022-03-15 18:59:59.941; utils.log; Apply Button Clicked
INFO  - 2022-03-15 19:00:01.986; utils.log; Apply To menu Clicked 
INFO  - 2022-03-15 19:00:01.987; utils.log; Job Applied Successfully and displayd in applied section
INFO  - 2022-03-15 19:00:01.987; utils.log; End TEST-------------------------- StudentsApplyJob------------------------
INFO  - 2022-03-15 19:00:01.988; utils.log; END=PASSED
INFO  - 2022-03-15 19:00:11.057; utils.log; START=ChangeStudentProfilePicture--------------------------------------------------------------
INFO  - 2022-03-15 19:00:15.579; utils.log; Test Execution Started On Dev
INFO  - 2022-03-15 19:00:20.523; utils.log; Username , Password  and Sign In Button Entered  
INFO  - 2022-03-15 19:00:22.548; utils.log; Login Successful
INFO  - 2022-03-15 19:00:26.738; utils.log; Menu Dropdown Clicked
INFO  - 2022-03-15 19:00:26.815; utils.log; My profile Selected
INFO  - 2022-03-15 19:00:29.576; utils.log; Edit Basic Info Clicked
INFO  - 2022-03-15 19:00:31.678; utils.log; Image Selected 
INFO  - 2022-03-15 19:00:33.751; utils.log; DONE BUTTON CLICKED 
INFO  - 2022-03-15 19:00:33.832; utils.log; Save BUTTON CLICKED 
INFO  - 2022-03-15 19:00:33.832; utils.log; End TEST-------------------------- ChangeStudentProfilePicture------------------------
INFO  - 2022-03-15 19:00:33.833; utils.log; END=PASSED
INFO  - 2022-03-15 19:01:07.073; utils.log; START=DeleteStudentProfilePicture--------------------------------------------------------------
INFO  - 2022-03-15 19:01:11.396; utils.log; Test Execution Started On Dev
INFO  - 2022-03-15 19:01:16.304; utils.log; Username , Password  and Sign In Button Entered  
INFO  - 2022-03-15 19:01:18.320; utils.log; Login Successful
INFO  - 2022-03-15 19:01:24.405; utils.log; Menu Dropdown Clicked
INFO  - 2022-03-15 19:01:24.453; utils.log; My profile Selected
INFO  - 2022-03-15 19:01:26.863; utils.log; Edit Basic Info Clicked
INFO  - 2022-03-15 19:01:26.913; utils.log; Delete BUTTON CLICKED 
INFO  - 2022-03-15 19:01:28.966; utils.log; Save BUTTON CLICKED and Photo is deleted 
INFO  - 2022-03-15 19:01:30.971; utils.log; End TEST-------------------------- DeleteStudentProfilePicture------------------------
INFO  - 2022-03-15 19:01:30.972; utils.log; END=PASSED
INFO  - 2022-03-17 06:30:36.340; utils.log; START=ChangeStudentProfilePicture--------------------------------------------------------------
INFO  - 2022-03-17 06:30:42.069; utils.log; Test Execution Started On Dev
INFO  - 2022-03-17 06:30:47.082; utils.log; Username , Password  and Sign In Button Entered  
INFO  - 2022-03-17 06:30:49.105; utils.log; Login Successful
INFO  - 2022-03-17 06:30:53.307; utils.log; Menu Dropdown Clicked
INFO  - 2022-03-17 06:30:53.364; utils.log; My profile Selected
INFO  - 2022-03-17 06:30:56.141; utils.log; Edit Basic Info Clicked
INFO  - 2022-03-17 06:30:58.230; utils.log; Image Selected 
INFO  - 2022-03-17 06:31:00.287; utils.log; DONE BUTTON CLICKED 
INFO  - 2022-03-17 06:31:00.373; utils.log; Save BUTTON CLICKED 
INFO  - 2022-03-17 06:31:00.374; utils.log; End TEST-------------------------- ChangeStudentProfilePicture------------------------
INFO  - 2022-03-17 06:31:00.375; utils.log; END=PASSED
INFO  - 2022-03-17 06:31:51.011; utils.log; START=ChangeStudentProfilePicture--------------------------------------------------------------
INFO  - 2022-03-17 06:31:56.242; utils.log; Test Execution Started On Dev
INFO  - 2022-03-17 06:32:01.611; utils.log; Username , Password  and Sign In Button Entered  
INFO  - 2022-03-17 06:32:03.625; utils.log; Login Successful
INFO  - 2022-03-17 06:32:07.820; utils.log; Menu Dropdown Clicked
INFO  - 2022-03-17 06:32:07.878; utils.log; My profile Selected
INFO  - 2022-03-17 06:32:10.582; utils.log; Edit Basic Info Clicked
INFO  - 2022-03-17 06:32:12.666; utils.log; Image Selected 
INFO  - 2022-03-17 06:32:14.732; utils.log; DONE BUTTON CLICKED 
INFO  - 2022-03-17 06:32:14.819; utils.log; Save BUTTON CLICKED 
INFO  - 2022-03-17 06:32:14.820; utils.log; End TEST-------------------------- ChangeStudentProfilePicture------------------------
INFO  - 2022-03-17 06:32:14.820; utils.log; END=PASSED
INFO  - 2022-03-17 06:33:49.504; utils.log; START=DeleteStudentProfilePicture--------------------------------------------------------------
INFO  - 2022-03-17 06:33:55.073; utils.log; Test Execution Started On Dev
INFO  - 2022-03-17 06:34:00.076; utils.log; Username , Password  and Sign In Button Entered  
INFO  - 2022-03-17 06:34:02.250; utils.log; Login Successful
INFO  - 2022-03-17 06:34:08.350; utils.log; Menu Dropdown Clicked
INFO  - 2022-03-17 06:34:08.396; utils.log; My profile Selected
INFO  - 2022-03-17 06:34:10.858; utils.log; Edit Basic Info Clicked
INFO  - 2022-03-17 06:34:10.925; utils.log; Delete BUTTON CLICKED 
INFO  - 2022-03-17 06:34:12.998; utils.log; Save BUTTON CLICKED and Photo is deleted 
INFO  - 2022-03-17 06:34:15.002; utils.log; End TEST-------------------------- DeleteStudentProfilePicture------------------------
INFO  - 2022-03-17 06:34:15.003; utils.log; END=PASSED
INFO  - 2022-03-17 06:35:08.385; utils.log; START=CandidateProcessingRecommended--------------------------------------------------------------
INFO  - 2022-03-17 06:35:09.233; utils.log; Chrome browser is Selected 
INFO  - 2022-03-17 06:35:13.279; utils.log; Test Execution Started On Dev
INFO  - 2022-03-17 06:35:19.188; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-17 06:35:21.204; utils.log; Employer Login Successful
INFO  - 2022-03-17 06:35:25.422; utils.log; Dropdown  Clicked
INFO  - 2022-03-17 06:35:27.476; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-17 06:35:29.537; utils.log; Open Menu  Clicked
INFO  - 2022-03-17 06:35:31.674; utils.log; Job Title entered into Search Box
INFO  - 2022-03-17 06:35:33.721; utils.log; Search Button  Clicked
INFO  - 2022-03-17 06:35:35.792; utils.log; Job Searched was found
INFO  - 2022-03-17 06:35:35.841; utils.log; Jobs Selected
INFO  - 2022-03-17 06:35:46.178; utils.log; Recommended TAB Selected
INFO  - 2022-03-17 06:35:51.273; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-17 06:35:53.402; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-17 06:35:55.485; utils.log; Propose  Button   Clicked 
INFO  - 2022-03-17 06:35:57.579; utils.log; Propose success message is displayed  
INFO  - 2022-03-17 06:37:04.643; utils.log; END=FAILED
INFO  - 2022-03-17 06:38:05.646; utils.log; START=CandidateProcessingRecommended--------------------------------------------------------------
INFO  - 2022-03-17 06:38:06.523; utils.log; Chrome browser is Selected 
INFO  - 2022-03-17 06:38:10.776; utils.log; Test Execution Started On Dev
INFO  - 2022-03-17 06:38:16.582; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-17 06:38:18.602; utils.log; Employer Login Successful
INFO  - 2022-03-17 06:38:22.859; utils.log; Dropdown  Clicked
INFO  - 2022-03-17 06:38:24.914; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-17 06:38:26.976; utils.log; Open Menu  Clicked
INFO  - 2022-03-17 06:38:29.137; utils.log; Job Title entered into Search Box
INFO  - 2022-03-17 06:38:31.196; utils.log; Search Button  Clicked
INFO  - 2022-03-17 06:38:33.264; utils.log; Job Searched was found
INFO  - 2022-03-17 06:38:33.371; utils.log; Jobs Selected
INFO  - 2022-03-17 06:38:43.562; utils.log; Recommended TAB Selected
INFO  - 2022-03-17 06:38:48.683; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-17 06:38:50.812; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-17 06:38:52.896; utils.log; Propose  Button   Clicked 
INFO  - 2022-03-17 06:38:55.001; utils.log; Propose success message is displayed  
INFO  - 2022-03-17 06:38:55.003; utils.log; End TEST-------------------------- CandidateProcessingRecommended------------------------
INFO  - 2022-03-17 06:38:55.003; utils.log; END=PASSED
INFO  - 2022-03-17 06:43:38.386; utils.log; START=CandidateProcessingRejectedTAB--------------------------------------------------------------
INFO  - 2022-03-17 06:43:39.318; utils.log; Chrome browser is Selected 
INFO  - 2022-03-17 06:43:43.334; utils.log; Test Execution Started On Dev
INFO  - 2022-03-17 06:43:49.250; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-17 06:43:51.267; utils.log; Employer Login Successful
INFO  - 2022-03-17 06:43:55.481; utils.log; Dropdown  Clicked
INFO  - 2022-03-17 06:43:57.561; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-17 06:43:59.613; utils.log; Open Menu  Clicked
INFO  - 2022-03-17 06:44:01.798; utils.log; Job Title entered into Search Box
INFO  - 2022-03-17 06:44:03.850; utils.log; Search Button  Clicked
INFO  - 2022-03-17 06:44:05.914; utils.log; Job Searched was found
INFO  - 2022-03-17 06:44:05.967; utils.log; Jobs Selected
INFO  - 2022-03-17 06:44:16.108; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-17 06:44:20.159; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-17 06:44:22.280; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-17 06:44:24.417; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-17 06:44:28.498; utils.log; Send Offer Action  Clicked
INFO  - 2022-03-17 06:44:32.616; utils.log; Send Offer Action  Clicked
INFO  - 2022-03-17 06:44:34.705; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-17 06:44:36.798; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-17 06:44:39.187; utils.log; Candidate Moved to Rejected TAB
INFO  - 2022-03-17 06:44:39.279; utils.log; Rejected TAB Clicked
INFO  - 2022-03-17 06:44:42.357; utils.log; END=FAILED
INFO  - 2022-03-17 06:45:22.551; utils.log; START=CandidateProcessingRejectedTAB--------------------------------------------------------------
INFO  - 2022-03-17 06:45:23.505; utils.log; Chrome browser is Selected 
INFO  - 2022-03-17 06:45:27.543; utils.log; Test Execution Started On Dev
INFO  - 2022-03-17 06:45:33.522; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-17 06:45:35.546; utils.log; Employer Login Successful
INFO  - 2022-03-17 06:45:39.780; utils.log; Dropdown  Clicked
INFO  - 2022-03-17 06:45:41.885; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-17 06:45:43.944; utils.log; Open Menu  Clicked
INFO  - 2022-03-17 06:45:46.139; utils.log; Job Title entered into Search Box
INFO  - 2022-03-17 06:45:48.211; utils.log; Search Button  Clicked
INFO  - 2022-03-17 06:45:50.293; utils.log; Job Searched was found
INFO  - 2022-03-17 06:45:50.395; utils.log; Jobs Selected
INFO  - 2022-03-17 06:46:00.534; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-17 06:46:04.628; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-17 06:46:06.776; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-17 06:46:08.864; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-17 06:46:12.921; utils.log; Send Offer Action  Clicked
INFO  - 2022-03-17 06:46:17.028; utils.log; Send Offer Action  Clicked
INFO  - 2022-03-17 06:46:19.106; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-17 06:46:21.149; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-17 06:46:23.483; utils.log; Candidate Moved to Rejected TAB
INFO  - 2022-03-17 06:46:23.547; utils.log; Rejected TAB Clicked
INFO  - 2022-03-17 06:46:24.604; utils.log; END=FAILED
INFO  - 2022-03-17 06:48:39.965; utils.log; START=CandidateProcessingRejectedTAB--------------------------------------------------------------
INFO  - 2022-03-17 06:48:41.053; utils.log; Chrome browser is Selected 
INFO  - 2022-03-17 06:48:45.631; utils.log; Test Execution Started On Dev
INFO  - 2022-03-17 06:48:51.849; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-17 06:48:53.865; utils.log; Employer Login Successful
INFO  - 2022-03-17 06:48:58.107; utils.log; Dropdown  Clicked
INFO  - 2022-03-17 06:49:00.197; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-17 06:49:02.256; utils.log; Open Menu  Clicked
INFO  - 2022-03-17 06:49:04.529; utils.log; Job Title entered into Search Box
INFO  - 2022-03-17 06:49:06.609; utils.log; Search Button  Clicked
INFO  - 2022-03-17 06:49:08.671; utils.log; Job Searched was found
INFO  - 2022-03-17 06:49:08.719; utils.log; Jobs Selected
INFO  - 2022-03-17 06:49:18.831; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-17 06:49:22.885; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-17 06:49:25.024; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-17 06:49:27.106; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-17 06:49:31.205; utils.log; Send Offer Action  Clicked
INFO  - 2022-03-17 06:49:35.333; utils.log; Send Offer Action  Clicked
INFO  - 2022-03-17 06:49:37.426; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-17 06:49:39.515; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-17 06:49:41.888; utils.log; Candidate Moved to Rejected TAB
INFO  - 2022-03-17 06:49:43.060; utils.log; END=FAILED
INFO  - 2022-03-17 06:54:18.855; utils.log; START=CandidateProcessingRejectedTAB--------------------------------------------------------------
INFO  - 2022-03-17 06:54:19.850; utils.log; Chrome browser is Selected 
INFO  - 2022-03-17 06:54:23.823; utils.log; Test Execution Started On Dev
INFO  - 2022-03-17 06:54:29.751; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-17 06:54:31.767; utils.log; Employer Login Successful
INFO  - 2022-03-17 06:54:35.995; utils.log; Dropdown  Clicked
INFO  - 2022-03-17 06:54:38.052; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-17 06:54:40.105; utils.log; Open Menu  Clicked
INFO  - 2022-03-17 06:54:42.301; utils.log; Job Title entered into Search Box
INFO  - 2022-03-17 06:54:44.353; utils.log; Search Button  Clicked
INFO  - 2022-03-17 06:54:46.411; utils.log; Job Searched was found
INFO  - 2022-03-17 06:54:46.476; utils.log; Jobs Selected
INFO  - 2022-03-17 06:54:56.600; utils.log; Rejected TAB Clicked
INFO  - 2022-03-17 06:54:57.823; utils.log; END=FAILED
INFO  - 2022-03-17 06:56:27.620; utils.log; START=CandidateProcessingRejectedTAB--------------------------------------------------------------
INFO  - 2022-03-17 06:56:28.496; utils.log; Chrome browser is Selected 
INFO  - 2022-03-17 06:56:32.545; utils.log; Test Execution Started On Dev
INFO  - 2022-03-17 06:56:38.524; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-17 06:56:40.540; utils.log; Employer Login Successful
INFO  - 2022-03-17 06:56:44.786; utils.log; Dropdown  Clicked
INFO  - 2022-03-17 06:56:46.846; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-17 06:56:48.909; utils.log; Open Menu  Clicked
INFO  - 2022-03-17 06:56:51.057; utils.log; Job Title entered into Search Box
INFO  - 2022-03-17 06:56:53.119; utils.log; Search Button  Clicked
INFO  - 2022-03-17 06:56:55.183; utils.log; Job Searched was found
INFO  - 2022-03-17 06:56:55.310; utils.log; Jobs Selected
INFO  - 2022-03-17 06:57:09.439; utils.log; Rejected TAB Clicked
INFO  - 2022-03-17 06:57:09.551; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-17 06:57:13.658; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-17 06:57:15.711; utils.log; All Actions Options Available on the Rejected TAB
INFO  - 2022-03-17 06:57:15.713; utils.log; End TEST-------------------------- CandidateProcessingRejectedTAB------------------------
INFO  - 2022-03-17 06:57:15.713; utils.log; END=PASSED
INFO  - 2022-03-17 06:57:52.868; utils.log; START=CandidateProcessingRejectedTAB--------------------------------------------------------------
INFO  - 2022-03-17 06:57:53.755; utils.log; Chrome browser is Selected 
INFO  - 2022-03-17 06:57:57.599; utils.log; Test Execution Started On Dev
INFO  - 2022-03-17 06:58:03.567; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-17 06:58:05.587; utils.log; Employer Login Successful
INFO  - 2022-03-17 06:58:09.803; utils.log; Dropdown  Clicked
INFO  - 2022-03-17 06:58:11.856; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-17 06:58:13.918; utils.log; Open Menu  Clicked
INFO  - 2022-03-17 06:58:16.075; utils.log; Job Title entered into Search Box
INFO  - 2022-03-17 06:58:18.153; utils.log; Search Button  Clicked
INFO  - 2022-03-17 06:58:20.220; utils.log; Job Searched was found
INFO  - 2022-03-17 06:58:20.334; utils.log; Jobs Selected
INFO  - 2022-03-17 06:58:30.470; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-17 06:58:34.520; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-17 06:58:36.646; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-17 06:58:38.721; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-17 06:58:42.789; utils.log; Send Offer Action  Clicked
INFO  - 2022-03-17 06:58:46.913; utils.log; Send Offer Action  Clicked
INFO  - 2022-03-17 06:58:48.982; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-17 06:58:51.029; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-17 06:58:53.351; utils.log; Candidate Moved to Rejected TAB
INFO  - 2022-03-17 06:58:57.421; utils.log; Rejected TAB Clicked
INFO  - 2022-03-17 06:58:57.529; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-17 06:59:01.578; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-17 06:59:03.641; utils.log; All Actions Options Available on the Rejected TAB
INFO  - 2022-03-17 06:59:03.642; utils.log; End TEST-------------------------- CandidateProcessingRejectedTAB------------------------
INFO  - 2022-03-17 06:59:03.643; utils.log; END=PASSED
INFO  - 2022-03-17 06:59:50.182; utils.log; START=EmpFilterTalents--------------------------------------------------------------
INFO  - 2022-03-17 06:59:51.476; utils.log; Chrome browser is Selected 
INFO  - 2022-03-17 06:59:57.007; utils.log; Test Execution Started On Dev
INFO  - 2022-03-17 07:00:02.927; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-17 07:00:04.942; utils.log; Employer Login Successful
INFO  - 2022-03-17 07:00:09.860; utils.log; Talent Menu  Clicked
INFO  - 2022-03-17 07:00:12.007; utils.log; Show Filter Button  Clicked
INFO  - 2022-03-17 07:00:14.223; utils.log; Skills Filter Seleted 
INFO  - 2022-03-17 07:00:16.392; utils.log; University Filter Seleted 
INFO  - 2022-03-17 07:00:20.516; utils.log; Apply Button Clicked and   values displayed
INFO  - 2022-03-17 07:01:00.554; utils.log; END=FAILED
INFO  - 2022-03-17 07:05:42.685; utils.log; START=EmpFilterTalents--------------------------------------------------------------
INFO  - 2022-03-17 07:05:43.640; utils.log; Chrome browser is Selected 
INFO  - 2022-03-17 07:05:47.728; utils.log; Test Execution Started On Dev
INFO  - 2022-03-17 07:05:53.629; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-17 07:05:55.645; utils.log; Employer Login Successful
INFO  - 2022-03-17 07:06:00.603; utils.log; Talent Menu  Clicked
INFO  - 2022-03-17 07:06:02.744; utils.log; Show Filter Button  Clicked
INFO  - 2022-03-17 07:06:04.885; utils.log; Skills Filter Seleted 
INFO  - 2022-03-17 07:06:07.027; utils.log; University Filter Seleted 
INFO  - 2022-03-17 07:06:13.158; utils.log; Apply Button Clicked and   values displayed
INFO  - 2022-03-17 07:06:13.254; utils.log; Show Filter Button  Clicked
INFO  - 2022-03-17 07:06:15.358; utils.log; Clear Filter Button Clicked
INFO  - 2022-03-17 07:06:17.508; utils.log; Experience Filter Seleted 
INFO  - 2022-03-17 07:06:19.666; utils.log; Show Filter Button  Clicked
INFO  - 2022-03-17 07:06:19.682; utils.log; Apply Filter Button Clicked and Experience values displayed
INFO  - 2022-03-17 07:06:23.896; utils.log; Skills Filter Seleted 
INFO  - 2022-03-17 07:06:26.088; utils.log; Show Filter Button  Clicked
INFO  - 2022-03-17 07:06:26.097; utils.log; Apply Filter Button Clicked and Skills values displayed
INFO  - 2022-03-17 07:06:28.162; utils.log; Clear Filter Button Clicked
INFO  - 2022-03-17 07:06:30.310; utils.log; University Filter Seleted 
INFO  - 2022-03-17 07:06:32.472; utils.log; Show Filter Button  Clicked
INFO  - 2022-03-17 07:06:32.491; utils.log; Apply Filter Button Clicked and University values displayed
INFO  - 2022-03-17 07:06:34.569; utils.log; Clear Filter Button Clicked
INFO  - 2022-03-17 07:07:14.605; utils.log; END=FAILED
INFO  - 2022-03-17 07:09:29.207; utils.log; START=EmpFilterTalents--------------------------------------------------------------
INFO  - 2022-03-17 07:09:30.096; utils.log; Chrome browser is Selected 
INFO  - 2022-03-17 07:09:34.083; utils.log; Test Execution Started On Dev
INFO  - 2022-03-17 07:09:40.009; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-17 07:09:42.023; utils.log; Employer Login Successful
INFO  - 2022-03-17 07:09:46.841; utils.log; Talent Menu  Clicked
INFO  - 2022-03-17 07:09:48.932; utils.log; Show Filter Button  Clicked
INFO  - 2022-03-17 07:09:51.069; utils.log; Skills Filter Seleted 
INFO  - 2022-03-17 07:09:53.215; utils.log; University Filter Seleted 
INFO  - 2022-03-17 07:09:59.343; utils.log; Apply Button Clicked and   values displayed
INFO  - 2022-03-17 07:09:59.426; utils.log; Show Filter Button  Clicked
INFO  - 2022-03-17 07:10:01.528; utils.log; Clear Filter Button Clicked
INFO  - 2022-03-17 07:10:03.661; utils.log; Experience Filter Seleted 
INFO  - 2022-03-17 07:10:05.781; utils.log; Show Filter Button  Clicked
INFO  - 2022-03-17 07:10:05.792; utils.log; Apply Filter Button Clicked and Experience values displayed
INFO  - 2022-03-17 07:10:10.017; utils.log; Skills Filter Seleted 
INFO  - 2022-03-17 07:10:12.159; utils.log; Show Filter Button  Clicked
INFO  - 2022-03-17 07:10:12.172; utils.log; Apply Filter Button Clicked and Skills values displayed
INFO  - 2022-03-17 07:10:14.237; utils.log; Clear Filter Button Clicked
INFO  - 2022-03-17 07:10:16.436; utils.log; University Filter Seleted 
INFO  - 2022-03-17 07:10:18.605; utils.log; Show Filter Button  Clicked
INFO  - 2022-03-17 07:10:18.662; utils.log; Apply Filter Button Clicked and University values displayed
INFO  - 2022-03-17 07:10:20.737; utils.log; Clear Filter Button Clicked
INFO  - 2022-03-17 07:10:22.860; utils.log; Major Filter Seleted 
INFO  - 2022-03-17 07:10:27.034; utils.log; Show Filter Button  Clicked
INFO  - 2022-03-17 07:10:27.042; utils.log; Apply Filter Button Clicked and Major values displayed
